target_id	length	eff_length	est_counts	tpm
ENST00000399703.6	3971	3810.66	1	5.13365
ENST00000377680.3	3437	3276.66	0	0
ENST00000445359.1	727	566.659	0	0
ENST00000642095.1	4149	3988.66	0	0
ENST00000516916.1	99	12.7766	0	0
ENST00000637493.1	1160	999.659	0	0
ENST00000637691.1	966	805.659	0	0
ENST00000444791.2	891	730.659	0	0
ENST00000660743.1	1015	854.659	0	0
ENST00000422626.1	1412	1251.66	0	0
ENST00000297668.10	5064	4903.66	0	0
ENST00000377656.6	4986	4825.66	0	0
ENST00000358144.6	4885	4724.66	0	0
ENST00000377659.1	2649	2488.66	0	0
ENST00000453646.1	1190	1029.66	0	0
ENST00000605859.1	1249	1088.66	0	0
ENST00000425044.1	720	559.659	0	0
ENST00000622591.1	261	108.417	0	0
ENST00000377647.6	4259	4098.66	0	0
ENST00000651872.1	4086	3925.66	0	0
ENST00000615174.1	1988	1827.66	0	0
ENST00000619809.1	325	167.631	0	0
ENST00000465257.2	623	462.69	0	0
ENST00000427327.1	476	316.067	0	0
ENST00000423499.3	1077	916.659	0	0
ENST00000615961.1	3375	3214.66	0	0
ENST00000602828.2	3408	3247.66	0	0
ENST00000429280.1	487	327.002	0	0
ENST00000598909.1	1371	1210.66	0	0
ENST00000611327.1	477	317.067	0	0
ENST00000423669.3	1291	1130.66	0	0
ENST00000411517.2	641	480.659	0	0
ENST00000449433.2	1447	1286.66	0	0
ENST00000640674.1	884	723.659	0	0
ENST00000665892.1	2993	2832.66	0	0
ENST00000657066.1	1911	1750.66	0	0
ENST00000660231.1	2590	2429.66	0	0
ENST00000443558.1	458	298.109	0	0
ENST00000640245.1	1707	1546.66	2	25.2966
ENST00000622735.2	1888	1727.66	0	0
ENST00000454645.2	303	146.906	0	0
ENST00000620922.1	284	129.151	0	0
ENST00000516915.1	95	15.2138	0	0
ENST00000436337.1	346	187.822	0	0
ENST00000639363.1	1066	905.659	0	0
ENST00000429522.1	581	420.751	0	0
ENST00000414297.1	706	545.659	0	0
ENST00000434123.2	579	418.751	0	0
ENST00000425632.1	347	188.796	0	0
ENST00000442149.1	472	312.067	0	0
ENST00000637262.1	310	153.42	0	0
ENST00000636082.1	1097	936.659	0	0
ENST00000377601.2	3511	3350.66	0	0
ENST00000611747.1	520	359.909	0	0
ENST00000659103.1	3952	3791.66	0	0
ENST00000590154.5	4479	4318.66	0	0
ENST00000391139.1	107	11.4243	0	0
ENST00000421686.6	1761	1600.66	0	0
ENST00000588568.1	536	375.835	0	0
ENST00000420308.1	228	80.0643	0	0
ENST00000455120.1	874	713.659	0	0
ENST00000455995.5	4236	4075.66	0.5	2.39993
ENST00000592873.1	4692	4531.66	0	0
ENST00000661710.1	451	291.129	0	0
ENST00000416024.1	466	306.088	0	0
ENST00000443536.1	909	748.659	0	0
ENST00000453058.2	1193	1032.66	0	0
ENST00000621855.1	229	80.8851	0	0
ENST00000428759.2	1049	888.659	0	0
ENST00000331259.5	1038	877.659	0	0
ENST00000454768.3	1301	1140.66	0	0
ENST00000621140.4	2591	2430.66	0	0
ENST00000636189.1	261	108.417	0	0
ENST00000617096.4	458	298.109	0	0
ENST00000615056.1	606	445.721	0	0
ENST00000616097.1	1263	1102.66	0	0
ENST00000431378.2	277	122.685	0	0
ENST00000413399.3	657	496.659	0	0
ENST00000621869.1	107	11.4243	0	0
ENST00000613429.1	507	346.933	0	0
ENST00000615372.1	130	16.7138	0	0
ENST00000622265.1	83	28.4458	0	0
ENST00000615326.4	593	432.751	0	0
ENST00000617940.2	757	596.659	0	0
ENST00000613141.1	1980	1819.66	0	0
ENST00000623489.1	1903	1742.66	1	11.2257
ENST00000637225.1	1043	882.659	0	0
ENST00000624467.1	1628	1467.66	1	13.3291
ENST00000613309.4	681	520.659	0	0
ENST00000669967.1	3308	3147.66	0	0
ENST00000671340.1	1904	1743.66	0	0
ENST00000622588.1	2034	1873.66	0	0
ENST00000613716.4	1820	1659.66	0	0
ENST00000377391.7	1792	1631.66	0	0
ENST00000456520.5	1608	1447.66	0	0
ENST00000617933.1	721	560.659	0	0
ENST00000612572.1	81	30.1644	0	0
ENST00000612104.1	118	13.1464	0	0
ENST00000624675.1	4080	3919.66	1	4.99089
ENST00000619442.1	3123	2962.66	0	0
ENST00000617479.1	328	170.504	0	0
ENST00000610994.1	1239	1078.66	0	0
ENST00000618030.1	371	212.229	0	0
ENST00000663712.1	1092	931.659	1	20.9976
ENST00000616414.1	581	420.751	0	0
ENST00000619764.1	589	428.751	0	0
ENST00000616895.1	298	142.234	0	0
ENST00000612741.1	95	15.2138	0	0
ENST00000618246.1	284	129.151	0	0
ENST00000672905.1	319	161.969	1	120.78
ENST00000616876.1	211	66.26	0	0
ENST00000614301.1	211	66.26	0	0
ENST00000611630.2	1059	898.659	0	0
ENST00000611780.4	500	339.956	0	0
ENST00000616655.1	112	12.089	0	0
ENST00000615199.1	719	558.659	0	0
ENST00000620542.1	217	70.9682	0	0
ENST00000617375.1	415	255.348	0	0
ENST00000613248.1	876	715.659	0	0
ENST00000612828.4	7455	7294.66	1.37804	3.69559
ENST00000377561.6	5379	5218.66	1.62196	6.08006
ENST00000617422.4	2170	2009.66	0	0
ENST00000341990.8	2666	2505.66	0	0
ENST00000417687.2	1192	1031.66	0	0
ENST00000603931.1	1809	1648.66	0	0
ENST00000276974.7	3240	3079.66	0	0
ENST00000620904.1	261	108.417	0	0
ENST00000332857.7	4214	4053.66	0	0
ENST00000431451.2	330	172.399	0	0
ENST00000613652.1	727	566.659	0	0
ENST00000617173.1	78	32.1452	0	0
ENST00000614030.1	616	455.721	0	0
ENST00000457486.2	1332	1171.66	0	0
ENST00000614861.1	481	321.067	0	0
ENST00000454088.2	1321	1160.66	0	0
ENST00000448325.1	597	436.751	0	0
ENST00000411556.2	1431	1270.66	0	0
ENST00000435586.1	2579	2418.66	0	0
ENST00000428895.1	1479	1318.66	0	0
ENST00000540551.2	451	291.129	0	0
ENST00000425493.1	3614	3453.66	0	0
ENST00000441829.3	291	135.628	0	0
ENST00000418155.2	352	193.64	0	0
ENST00000509595.2	295	139.37	0	0
ENST00000439824.2	3224	3063.66	0	0
ENST00000656473.1	935	774.659	0	0
ENST00000664350.1	808	647.659	0	0
ENST00000652898.1	3426	3265.66	0	0
ENST00000423199.1	1659	1498.66	0	0
ENST00000423244.1	1087	926.659	0	0
ENST00000663914.1	1550	1389.66	0	0
ENST00000667259.1	141	21.0811	0	0
ENST00000402318.3	4266	4105.66	0	0
ENST00000459383.1	107	11.4243	0	0
ENST00000666959.1	2410	2249.66	0	0
ENST00000615762.1	228	80.0643	0	0
ENST00000619873.1	868	707.659	0	0
ENST00000439449.2	549	388.835	0	0
ENST00000424918.1	787	626.659	0	0
ENST00000396461.3	904	743.659	0	0
ENST00000614548.1	1189	1028.66	0	0
ENST00000666773.1	3496	3335.66	0	0
ENST00000539936.4	1042	881.659	0	0
ENST00000666774.1	1603	1442.66	0	0
ENST00000656631.1	261	108.417	0	0
ENST00000666235.1	204	60.9676	0	0
ENST00000654042.1	357	198.52	0	0
ENST00000610784.1	235	86.0227	0	0
ENST00000437823.4	4256	4095.66	0	0
ENST00000611916.1	1988	1827.66	0	0
ENST00000618038.1	394	234.66	0	0
ENST00000612305.1	1718	1557.66	0	0
ENST00000615956.1	481	321.067	0	0
ENST00000614608.1	499	338.979	0	0
ENST00000610731.1	82	29.9737	0	0
ENST00000670022.1	1418	1257.66	0	0
ENST00000637145.1	1518	1357.66	0	0
ENST00000619167.1	4256	4095.66	0	0
ENST00000611332.1	1988	1827.66	0	0
ENST00000620504.1	370	211.244	0	0
ENST00000621724.1	1862	1701.66	0	0
ENST00000618177.1	469	309.067	0	0
ENST00000622281.1	1126	965.659	0	0
ENST00000636699.1	1728	1567.66	0	0
ENST00000610302.1	261	108.417	0	0
ENST00000618569.1	232	83.4717	0	0
ENST00000419207.3	759	598.659	0	0
ENST00000459194.1	112	12.089	0	0
ENST00000377548.2	906	745.659	0	0
ENST00000450729.1	284	129.151	0	0
ENST00000617780.1	284	129.151	0	0
ENST00000651393.1	2872	2711.66	0	0
ENST00000653988.1	2845	2684.66	0	0
ENST00000443347.6	1402	1241.66	0	0
ENST00000669872.1	2665	2504.66	0	0
ENST00000671566.1	3444	3283.66	0	0
ENST00000650759.1	2104	1943.66	0	0
ENST00000656926.1	1392	1231.66	0	0
ENST00000653460.1	2727	2566.66	0	0
ENST00000659299.1	2344	2183.66	0	0
ENST00000651799.1	2691	2530.66	0	0
ENST00000651201.1	1139	978.659	0	0
ENST00000605259.2	1401	1240.66	0	0
ENST00000441025.2	201	58.7297	0	0
ENST00000377547.3	439	279.148	0	0
ENST00000421848.1	492	332.002	0	0
ENST00000459296.1	112	12.089	0	0
ENST00000441101.1	719	558.659	0	0
ENST00000610388.1	219	72.6349	0	0
ENST00000439760.1	747	586.659	0	0
ENST00000638516.1	4139	3978.66	1	4.91688
ENST00000417850.1	891	730.659	0	0
ENST00000436561.1	601	440.751	0	0
ENST00000438072.1	543	382.835	0	0
ENST00000448491.1	495	335.002	0	0
ENST00000446396.1	307	150.629	0	0
ENST00000516324.1	95	15.2138	0	0
ENST00000617232.1	284	129.151	0	0
ENST00000429818.1	1480	1319.66	0	0
ENST00000412631.1	256	103.989	0	0
ENST00000430302.1	781	620.659	1	31.5191
ENST00000377614.7	1890	1729.66	0	0
ENST00000428709.2	3325	3164.66	0	0
ENST00000427536.2	309	152.494	0	0
ENST00000451282.2	293	137.533	0	0
ENST00000438252.1	379	219.951	0	0
ENST00000654178.1	1167	1006.66	0	0
ENST00000514120.1	227	79.2717	0	0
ENST00000428440.1	3321	3160.66	0	0
ENST00000450704.1	1549	1388.66	0	0
ENST00000420615.2	841	680.659	0	0
ENST00000473402.1	457	297.109	0	0
ENST00000611892.1	888	727.659	0	0
ENST00000442803.2	1447	1286.66	0	0
ENST00000454299.2	641	480.659	0	0
ENST00000443013.1	1075	914.659	0	0
ENST00000453978.2	1279	1118.66	0	0
ENST00000438345.1	502	341.956	0	0
ENST00000433874.1	1363	1202.66	0	0
ENST00000424345.5	2877	2716.66	0.567036	4.08321
ENST00000665642.1	823	662.659	0	0
ENST00000365604.1	119	13.4093	0	0
ENST00000659835.1	2129	1968.66	0	0
ENST00000417533.2	1164	1003.66	0	0
ENST00000650319.1	526	365.86	0	0
ENST00000328411.3	252	100.535	0	0
ENST00000478512.1	367	208.286	0	0
ENST00000662817.1	1969	1808.66	0	0
ENST00000449815.2	1277	1116.66	0	0
ENST00000591993.5	1091	930.659	0	0
ENST00000435875.1	1135	974.659	0	0
ENST00000590130.1	980	819.659	0	0
ENST00000445604.7	1610	1449.66	0	0
ENST00000653936.1	1036	875.659	0	0
ENST00000665356.1	1771	1610.66	0	0
ENST00000402994.2	292	136.581	0	0
ENST00000671425.1	667	506.659	0	0
ENST00000476224.2	1567	1406.66	0	0
ENST00000305709.5	2541	2380.66	0	0
ENST00000616657.1	906	745.659	0	0
ENST00000450223.1	397	237.596	0	0
ENST00000457640.1	885	724.659	0	0
ENST00000315293.6	3739	3578.66	0	0
ENST00000635982.1	261	108.417	0	0
ENST00000447083.1	1042	881.659	0	0
ENST00000647845.1	1594	1433.66	0	0
ENST00000412626.2	1045	884.659	0	0
ENST00000444603.2	348	189.783	0	0
ENST00000432011.2	786	625.659	0	0
ENST00000443754.1	1120	959.659	0	0
ENST00000433508.1	581	420.751	0	0
ENST00000452635.1	691	530.659	0	0
ENST00000444097.2	578	417.751	0	0
ENST00000431077.1	347	188.796	0	0
ENST00000443910.1	472	312.067	0	0
ENST00000431872.1	1279	1118.66	0	0
ENST00000422476.2	372	213.215	0	0
ENST00000458150.2	252	100.535	0	0
ENST00000417843.2	2878	2717.66	0.432964	3.11662
ENST00000384547.1	118	13.1464	0	0
ENST00000455245.1	715	554.659	0	0
ENST00000581659.1	81	30.1644	0	0
ENST00000376334.3	931	770.659	0	0
ENST00000485382.3	386	226.784	0	0
ENST00000618523.1	106	11.4355	0	0
ENST00000650561.1	1535	1374.66	0	0
ENST00000357336.3	4137	3976.66	0	0
ENST00000615302.1	520	359.909	0	0
ENST00000459461.1	107	11.4243	0	0
ENST00000440580.1	835	674.659	0	0
ENST00000445057.1	378	218.966	0	0
ENST00000446871.1	520	359.909	0	0
ENST00000441254.1	787	626.659	0	0
ENST00000450201.2	906	745.659	0	0
ENST00000456472.1	1187	1026.66	0	0
ENST00000614065.1	229	80.8851	0	0
ENST00000453967.1	1041	880.659	0	0
ENST00000322495.4	2599	2438.66	0	0
ENST00000452436.3	324	166.699	0	0
ENST00000442351.1	885	724.659	0	0
ENST00000445380.2	353	194.614	0	0
ENST00000457995.3	350	191.719	0	0
ENST00000604946.1	565	404.835	0	0
ENST00000455242.1	3275	3114.66	0	0
ENST00000438758.1	1403	1242.66	0	0
ENST00000384077.1	107	11.4243	0	0
ENST00000668340.1	1179	1018.66	0	0
ENST00000664593.1	261	108.417	0	0
ENST00000428213.1	706	545.659	0	0
ENST00000588215.1	1263	1102.66	0	0
ENST00000592972.1	256	103.989	0	0
ENST00000441919.2	381	221.921	0	0
ENST00000424370.2	284	129.151	0	0
ENST00000377420.1	3109	2948.66	0	0
ENST00000445695.1	655	494.659	0.000227147	0.00898312
ENST00000655595.1	980	819.659	0	0
ENST00000614432.1	112	12.089	0	0
ENST00000623592.1	341	182.986	0.11579	12.3789
ENST00000382405.7	1791	1630.66	0	0
ENST00000377392.9	2863	2702.66	1.57131	11.3736
ENST00000377384.5	1347	1186.66	0	0
ENST00000430059.6	1242	1081.66	0	0
ENST00000429800.6	1234	1073.66	0	0
ENST00000377395.8	1143	982.659	2.49958	49.7613
ENST00000377413.2	2230	2069.66	0	0
ENST00000446944.3	348	189.783	0	0
ENST00000421091.2	399	239.547	0	0
ENST00000478218.1	541	380.835	0	0
ENST00000417301.1	885	724.659	0	0
ENST00000623957.3	920	759.659	0	0
ENST00000623812.1	261	108.417	0	0
ENST00000624547.1	1041	880.659	0	0
ENST00000619851.1	2254	2093.66	0	0
ENST00000612653.1	226	78.454	0	0
ENST00000616580.1	641	480.659	0	0
ENST00000613576.1	1192	1031.66	0	0
ENST00000618497.1	906	745.659	0	0
ENST00000620352.1	697	536.659	0	0
ENST00000611307.1	713	552.659	0	0
ENST00000618309.1	4692	4531.66	0	0
ENST00000620585.4	4236	4075.66	0.5	2.39993
ENST00000668069.1	2606	2445.66	0	0
ENST00000659401.1	433	273.223	0	0
ENST00000456554.2	838	677.659	0	0
ENST00000621265.1	228	80.0643	0	0
ENST00000611388.1	3964	3803.66	0	0
ENST00000622329.1	107	11.4243	0	0
ENST00000641038.1	1095	934.659	0	0
ENST00000641636.1	310	153.42	0	0
ENST00000417001.1	635	474.659	0	0
ENST00000618187.1	1444	1283.66	0	0
ENST00000622233.1	665	504.659	0	0
ENST00000622403.1	1603	1442.66	0	0
ENST00000620894.1	481	321.067	0	0
ENST00000610931.1	1369	1208.66	0	0
ENST00000610519.1	487	327.002	0	0
ENST00000621410.4	4025	3864.66	0	0
ENST00000612867.4	4160	3999.66	0	0
ENST00000661838.1	1386	1225.66	0	0
ENST00000621296.2	1283	1122.66	0	0
ENST00000620024.1	78	32.1452	0	0
ENST00000620271.1	472	312.067	0	0
ENST00000616253.1	1988	1827.66	0	0
ENST00000614915.1	403	243.482	0	0
ENST00000428649.4	4256	4095.66	0	0
ENST00000617175.1	3861	3700.66	0	0
ENST00000612850.1	261	108.417	0	0
ENST00000620014.1	944	783.659	0	0
ENST00000616397.1	1405	1244.66	0	0
ENST00000618097.1	1198	1037.66	0	0
ENST00000616196.1	800	639.659	0	0
ENST00000619475.1	112	12.089	0	0
ENST00000418795.3	1593	1432.66	0	0
ENST00000651525.1	201	58.7297	0	0
ENST00000610601.1	213	67.8247	0	0
ENST00000612308.2	342	183.948	0	0
ENST00000613000.1	284	129.151	0	0
ENST00000612617.1	95	15.2138	0	0
ENST00000611129.1	280	125.435	0	0
ENST00000562196.5	3379	3218.66	0	0
ENST00000620928.1	107	11.4243	0	0
ENST00000425587.1	340	182.06	0	0
ENST00000360171.10	2165	2004.66	0	0
ENST00000616550.4	721	560.659	0	0
ENST00000618217.4	1611	1450.66	0	0
ENST00000377342.9	1665	1504.66	0	0
ENST00000478048.5	1736	1575.66	0	0
ENST00000624487.1	1188	1027.66	0	0
ENST00000342833.4	2218	2057.66	0	0
ENST00000603200.5	2211	2050.66	0	0
ENST00000419576.1	416	256.331	0	0
ENST00000429953.6	4384	4223.66	0	0
ENST00000671372.1	2187	2026.66	0	0
ENST00000657969.1	754	593.659	0	0
ENST00000653727.1	735	574.659	0	0
ENST00000396396.6	3626	3465.66	1	5.6447
ENST00000396392.5	1782	1621.66	0	0
ENST00000629181.1	630	469.659	0	0
ENST00000629161.1	743	582.659	0	0
ENST00000590767.5	2663	2502.66	0	0
ENST00000609241.5	869	708.659	0	0
ENST00000592778.1	802	641.659	0	0
ENST00000434656.1	905	744.659	0	0
ENST00000377311.3	1245	1084.66	0	0
ENST00000413269.3	1739	1578.66	0	0
ENST00000432148.5	495	335.002	0	0
ENST00000436315.2	2860	2699.66	0	0
ENST00000265382.8	3115	2954.66	0	0
ENST00000541509.5	2664	2503.66	0	0
ENST00000653702.1	990	829.659	0	0
ENST00000394264.7	5502	5341.66	0	0
ENST00000424795.2	1248	1087.66	0	0
ENST00000442103.1	516	355.909	0	0
ENST00000384273.1	107	11.4243	0	0
ENST00000377276.4	1585	1424.66	0	0
ENST00000396364.7	980	819.659	0	0
ENST00000642889.1	4806	4645.66	0	0
ENST00000484259.3	6978	6817.66	0	0
ENST00000396366.6	922	761.659	0	0
ENST00000377270.8	2843	2682.66	0	0
ENST00000498653.5	856	695.659	0	0
ENST00000605734.1	292	136.581	0	0
ENST00000453658.6	4129	3968.66	0	0
ENST00000636438.1	4689	4528.66	0	0
ENST00000348208.9	4055	3894.66	2.97615e-07	1.4949e-06
ENST00000377245.9	4503	4342.66	0	0
ENST00000649943.1	5672	5511.66	0	0
ENST00000649114.1	5344	5183.66	0	0
ENST00000650333.1	3612	3451.66	0	0
ENST00000535702.6	3984	3823.66	0	0
ENST00000649134.1	3964	3803.66	10	51.431
ENST00000539225.2	3838	3677.66	0	0
ENST00000624238.2	750	589.659	0	0
ENST00000455972.6	2216	2055.66	1	9.51646
ENST00000303068.13	2648	2487.66	0	0
ENST00000257515.12	2423	2262.66	0	0
ENST00000265381.7	6597	6436.66	17	51.6672
ENST00000457328.1	398	238.547	0	0
ENST00000429567.2	442	282.148	1	69.3345
ENST00000567129.1	965	804.659	0	0
ENST00000377200.9	9876	9715.66	4	8.05405
ENST00000340434.5	10099	9938.66	2.38758e-07	4.69956e-07
ENST00000472967.2	1689	1528.66	0	0
ENST00000662063.1	2002	1841.66	0	0
ENST00000377197.8	844	683.659	0	0
ENST00000527647.5	748	587.659	0	0
ENST00000484405.3	292	136.581	0	0
ENST00000377182.5	3351	3190.66	1	6.13121
ENST00000414515.7	2097	1936.66	0	0
ENST00000451488.1	317	160.024	0	0
ENST00000377178.3	1504	1343.66	0	0
ENST00000448377.3	1923	1762.66	0	0
ENST00000420573.1	339	181.085	0	0
ENST00000410533.1	180	43.5378	0	0
ENST00000594708.1	1818	1657.66	0	0
ENST00000446071.1	474	314.067	0	0
ENST00000361138.7	5949	5788.66	0	0
ENST00000622201.1	1246	1085.66	0	0
ENST00000459091.1	95	15.2138	0	0
ENST00000377126.3	5175	5014.66	17	66.3184
ENST00000377110.7	12258	12097.7	9	14.5535
ENST00000377111.6	4618	4457.66	0	0
ENST00000360823.6	5966	5805.66	0	0
ENST00000377105.5	5957	5796.66	0	0
ENST00000357533.6	5145	4984.66	0	0
ENST00000358082.7	4710	4549.66	0	0
ENST00000396280.9	4671	4510.66	0	0
ENST00000396285.5	4701	4540.66	0	0
ENST00000396292.8	4740	4579.66	0	0
ENST00000408909.6	4701	4540.66	0	0
ENST00000605957.2	299	143.175	0	0
ENST00000436491.1	337	179.158	0	0
ENST00000415119.1	337	179.158	0	0
ENST00000377101.5	2075	1914.66	0	0
ENST00000396283.5	3484	3323.66	0	0
ENST00000361823.9	1260	1099.66	0	0
ENST00000385200.3	110	11.8417	0	0
ENST00000377097.3	554	393.835	0	0
ENST00000423148.2	505	344.956	0	0
ENST00000437667.1	333	175.327	0	0
ENST00000377044.9	6152	5991.66	0	0
ENST00000377066.9	5217	5056.66	5.35096	20.7012
ENST00000396272.7	1437	1276.66	0.649038	9.9454
ENST00000603750.1	544	383.835	0	0
ENST00000377041.6	1312	1151.66	2	33.9729
ENST00000333421.6	2614	2453.66	1	7.97283
ENST00000364052.1	96	14.4103	0	0
ENST00000377031.7	1107	946.659	0	0
ENST00000334731.7	1185	1024.66	0	0
ENST00000486911.2	3321	3160.66	0	0
ENST00000423240.1	256	103.989	0	0
ENST00000652156.1	1640	1479.66	0	0
ENST00000651200.1	1502	1341.66	0	0
ENST00000652752.1	1448	1287.66	0	0
ENST00000377024.8	1495	1334.66	0	0
ENST00000424431.3	1297	1136.66	0	0
ENST00000655511.1	1258	1097.66	0	0
ENST00000418852.2	495	335.002	0	0
ENST00000545168.5	5362	5201.66	0.471131	1.77185
ENST00000238018.8	2074	1913.66	1.4726e-06	1.50539e-05
ENST00000376986.5	1771	1610.66	0	0
ENST00000358399.7	5340	5179.66	10.5289	39.7656
ENST00000427901.1	361	202.411	0	0
ENST00000446146.2	423	263.313	0	0
ENST00000516619.1	119	13.4093	0	0
ENST00000659727.1	1637	1476.66	0	0
ENST00000653572.1	1987	1826.66	0	0
ENST00000436054.1	2078	1917.66	0	0
ENST00000657951.1	1324	1163.66	0	0
ENST00000376962.10	5841	5680.66	0	0
ENST00000237937.7	5310	5149.66	0	0
ENST00000376960.8	2686	2525.66	16	123.929
ENST00000343431.6	1073	912.659	0	0
ENST00000431784.2	216	70.1834	0	0
ENST00000415024.1	392	232.66	0	0
ENST00000297784.9	3201	3040.66	0	0
ENST00000651183.1	4707	4546.66	0	0
ENST00000645208.2	5142	4981.66	0	0
ENST00000340019.4	3068	2907.66	0	0
ENST00000457473.1	361	202.411	0	0
ENST00000447672.1	466	306.088	0	0
ENST00000658474.1	1259	1098.66	0	0
ENST00000297785.8	2096	1935.66	9	90.9579
ENST00000376939.5	822	661.659	0	0
ENST00000416662.1	1433	1272.66	0	0
ENST00000257497.11	1401	1240.66	1	15.7679
ENST00000376911.1	2209	2048.66	0	0
ENST00000416030.1	1696	1535.66	0	0
ENST00000657478.1	534	373.835	0	0
ENST00000667966.1	629	468.659	0	0
ENST00000422909.1	624	463.69	0	0
ENST00000447378.2	1012	851.659	0	0
ENST00000391152.1	106	11.4355	0	0
ENST00000450410.2	614	453.721	0	0
ENST00000669866.1	1297	1136.66	0	0
ENST00000662049.1	1146	985.659	0	0
ENST00000417576.2	1178	1017.66	0	0
ENST00000376896.8	9581	9420.66	2	4.15313
ENST00000396204.2	2996	2835.66	0	0
ENST00000658390.1	3583	3422.66	0	0
ENST00000361255.7	8271	8110.66	0.0552457	0.13325
ENST00000449912.6	8244	8083.66	0.636499	1.54034
ENST00000360774.6	8252	8091.66	0.308255	0.745246
ENST00000365347.1	328	170.504	0	0
ENST00000605848.1	301	145.016	0	0
ENST00000359047.2	1568	1407.66	0	0
ENST00000516949.1	107	11.4243	0	0
ENST00000414735.2	521	360.909	0	0
ENST00000376854.6	2351	2190.66	0	0
ENST00000455609.1	719	558.659	0	0
ENST00000376834.8	4259	4098.66	1	4.77293
ENST00000455336.2	670	509.659	0	0
ENST00000615099.1	168	35.7975	0	0
ENST00000376830.3	1012	851.659	0	0
ENST00000376811.5	2050	1889.66	0	0
ENST00000361092.9	1754	1593.66	1	12.2753
ENST00000376808.8	1121	960.659	0	0
ENST00000346234.7	1348	1187.66	2	32.9431
ENST00000363171.1	102	12.231	0	0
ENST00000391014.1	107	11.4243	0	0
ENST00000426848.2	1104	943.659	0	0
ENST00000455583.1	458	298.109	0	0
ENST00000450956.2	354	195.587	0	0
ENST00000545128.5	9538	9377.66	0	0
ENST00000376767.7	2845	2684.66	0	0
ENST00000376752.8	5756	5595.66	0	0
ENST00000449536.1	1277	1116.66	0	0
ENST00000376736.6	2596	2435.66	2	16.0635
ENST00000418207.1	888	727.659	0	0
ENST00000448065.1	339	181.085	0	0
ENST00000442371.5	5972	5811.66	0	0
ENST00000444201.6	5476	5315.66	0	0
ENST00000376730.5	5566	5405.66	0	0
ENST00000441480.2	490	330.002	0	0
ENST00000376718.8	12612	12451.7	0	0
ENST00000223609.10	2697	2536.66	9.61432	74.1452
ENST00000428286.5	12437	12276.7	16.3857	26.1102
ENST00000443509.6	12356	12195.7	0	0
ENST00000645196.1	2729	2568.66	0	0
ENST00000645704.1	2767	2606.66	0	0
ENST00000646947.1	3670	3509.66	0	0
ENST00000643823.1	1429	1268.66	0	0
ENST00000644657.1	2374	2213.66	0	0
ENST00000412654.1	3922	3761.66	0	0
ENST00000645809.1	3735	3574.66	0	0
ENST00000616913.1	261	108.417	0	0
ENST00000612507.1	409	249.382	0	0
ENST00000376713.3	1069	908.659	1	21.5291
ENST00000667357.1	3138	2977.66	0	0
ENST00000454004.1	806	645.659	0	0
ENST00000417429.1	576	415.779	0	0
ENST00000451571.1	732	571.659	0	0
ENST00000376708.1	1299	1138.66	0	0
ENST00000451550.1	258	105.795	0	0
ENST00000454419.1	874	713.659	0	0
ENST00000644612.1	701	540.659	0	0
ENST00000376636.7	11145	10984.7	0	0
ENST00000360280.8	15227	15066.7	2.8633	3.71772
ENST00000645632.1	10086	9925.66	0.000141581	0.000279043
ENST00000643348.1	9965	9804.66	1.13655	2.26769
ENST00000341700.7	2497	2336.66	2	16.7441
ENST00000439145.1	605	444.721	0	0
ENST00000448540.1	384	224.845	0	0
ENST00000364841.1	107	11.4243	0	0
ENST00000286548.9	6882	6721.66	21	61.118
ENST00000428243.1	662	501.659	0	0
ENST00000410520.1	314	157.198	0	0
ENST00000418694.1	1250	1089.66	0	0
ENST00000433468.1	480	320.067	0	0
ENST00000449661.1	238	88.5563	0	0
ENST00000424347.6	11198	11037.7	1	1.77235
ENST00000645398.1	2684	2523.66	0	0
ENST00000643347.1	2678	2517.66	0	0
ENST00000647199.1	3159	2998.66	0	0
ENST00000643847.1	3093	2932.66	0	0
ENST00000643499.1	2669	2508.66	0	0
ENST00000643273.1	2722	2561.66	0	0
ENST00000415759.6	2623	2462.66	0	0
ENST00000376597.9	2626	2465.66	0	0
ENST00000277082.9	2542	2381.66	0	0
ENST00000642669.1	2371	2210.66	0	0
ENST00000642214.1	2152	1991.66	0	0
ENST00000376598.3	2462	2301.66	0	0
ENST00000376588.4	2206	2045.66	6	57.3779
ENST00000347159.6	1411	1250.66	0	0
ENST00000605266.1	382	222.891	0	0
ENST00000450555.1	1025	864.659	0	0
ENST00000344739.5	1156	995.659	0	0
ENST00000566873.1	2432	2271.66	0	0
ENST00000650036.1	1373	1212.66	0	0
ENST00000461726.1	456	296.109	0	0
ENST00000413352.3	2932	2771.66	0	0
ENST00000665514.1	1012	851.659	0	0
ENST00000666862.1	931	770.659	0	0
ENST00000376544.7	4871	4710.66	3	12.4585
ENST00000376552.7	5078	4917.66	0	0
ENST00000376537.8	2793	2632.66	0	0
ENST00000265284.10	2382	2221.66	0	0
ENST00000605404.1	628	467.659	0	0
ENST00000440671.3	3857	3696.66	0	0
ENST00000448475.1	524	363.86	0	0
ENST00000565707.1	3007	2846.66	0	0
ENST00000623889.1	2468	2307.66	0	0
ENST00000622930.1	586	425.751	0	0
ENST00000417801.1	446	286.148	0	0
ENST00000443325.1	3310	3149.66	0	0
ENST00000427672.1	1060	899.659	0	0
ENST00000422293.1	931	770.659	0	0
ENST00000441327.1	433	273.223	0	0
ENST00000397864.2	791	630.659	0	0
